ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance,Chemistry,Astrology,Spaceology,Life Science,Earth Science,Data Science,kfold
4531,1,0,1,0,0,0,0,0,0,0,0,1,0
8376,1,0,0,1,0,0,0,0,0,1,0,0,0
4446,1,0,0,1,0,0,0,0,0,1,0,1,0
2233,1,0,0,1,0,0,1,0,0,1,0,0,0
2199,1,0,0,1,0,0,0,0,0,1,0,1,0
8469,0,1,1,0,0,0,0,0,0,1,0,0,0
2040,0,0,1,1,0,0,0,0,0,0,0,1,0
4455,1,0,0,1,0,0,0,0,0,0,0,1,0
2047,1,0,0,1,0,0,0,1,0,0,0,0,1
2043,1,0,0,1,0,0,0,0,0,1,0,0,0
8349,0,0,1,1,0,0,1,0,0,1,0,1,0
2215,1,0,1,0,0,0,0,0,0,1,0,0,0
4541,1,0,0,1,0,0,0,0,0,0,0,1,0
8475,0,0,1,1,0,0,0,0,0,1,0,0,0
4540,1,0,0,1,0,0,0,0,0,1,0,1,0
2213,1,0,0,1,0,0,0,0,0,1,0,0,0
2212,1,0,1,0,0,0,0,0,0,0,0,0,0
8353,0,1,1,0,0,0,0,0,0,1,0,1,0
8354,1,0,0,1,0,0,0,0,0,1,0,0,0
6678,1,0,0,1,0,0,0,0,0,0,0,1,0
2200,0,0,1,1,0,0,0,0,0,1,0,1,0
2220,1,0,0,1,0,0,0,0,0,0,0,1,0
2182,0,0,1,1,0,0,0,0,0,0,0,0,0
4459,0,0,1,1,0,0,0,0,0,1,0,0,0
4462,1,0,1,0,0,0,0,0,0,1,0,1,0
2221,1,0,0,1,0,0,0,0,0,1,0,0,0
8347,0,1,1,0,0,0,0,0,0,0,0,0,0
2225,0,1,1,0,0,0,0,0,0,1,0,1,0
2226,1,0,1,0,0,0,0,0,0,0,0,0,0
4463,1,0,0,1,0,0,0,0,0,1,0,0,0
6684,1,1,0,0,0,0,0,0,0,0,0,0,0
2054,1,0,0,1,0,0,0,0,0,1,0,0,0
8429,1,0,0,1,0,0,0,0,0,0,0,1,0
2175,1,0,1,0,0,0,0,0,0,1,0,0,0
6665,1,0,1,0,0,0,0,0,0,0,0,1,0
8449,1,0,0,1,0,0,0,0,0,1,0,0,0
8414,1,0,0,1,0,0,0,0,0,1,0,0,0
8413,1,0,0,1,0,0,0,0,0,1,0,1,0
8412,0,0,1,1,0,0,0,0,0,0,0,0,0
4516,1,0,0,1,0,0,0,0,0,1,0,1,0
4492,0,1,1,0,0,0,0,0,0,0,0,0,0
2137,1,0,0,1,0,0,0,0,0,1,0,0,0
2139,1,1,0,0,0,0,0,0,0,0,0,0,0
2090,1,0,1,0,0,0,0,0,0,1,0,0,0
8445,1,0,1,0,0,0,1,0,0,1,0,1,0
6629,0,0,1,1,0,0,0,0,0,0,0,1,0
8409,1,0,0,1,0,0,0,0,0,1,0,1,0
8448,0,0,1,1,0,0,0,0,0,1,0,0,0
2141,1,0,0,1,0,0,0,0,0,0,0,0,0
2142,1,0,0,1,0,0,0,0,0,0,0,0,0
2085,1,0,0,1,0,0,0,0,0,1,0,1,0
6637,1,0,0,1,0,0,0,0,0,0,0,1,0
2101,0,0,1,1,0,0,0,0,0,0,0,1,0
8416,1,0,0,1,0,0,0,0,0,1,0,1,0
2118,1,0,0,1,0,0,0,0,0,0,1,1,0
4503,1,0,0,1,0,0,0,0,0,1,0,0,0
2114,1,0,0,1,0,0,0,0,0,0,0,0,0
4501,1,0,0,1,0,0,1,0,0,0,0,1,0
2109,0,0,0,1,1,0,0,0,0,0,0,0,0
4506,0,0,1,1,0,0,0,0,0,0,0,1,0
2106,0,1,1,0,0,0,0,0,0,0,0,1,0
2119,0,0,1,1,0,0,0,0,0,1,0,1,0
2130,0,0,1,1,0,0,0,0,0,1,0,1,0
2123,1,1,0,0,0,0,0,0,0,1,0,1,0
2124,1,1,0,0,0,0,0,0,0,0,0,1,0
4497,0,0,1,1,0,0,0,0,0,1,0,1,0
2126,0,1,0,1,0,0,0,0,0,0,0,0,0
4495,1,1,0,0,0,0,0,0,0,1,0,0,0
2102,1,0,0,1,0,0,0,0,0,0,0,0,0
2084,1,0,0,1,0,0,0,0,0,1,0,0,0
2082,1,0,0,1,0,0,0,0,0,0,0,1,0
2065,0,0,1,1,0,0,1,0,0,1,0,1,3
4523,1,0,0,1,0,0,0,0,0,0,0,0,0
4480,0,0,1,1,0,0,0,0,0,0,0,1,0
4525,1,0,1,0,0,0,0,0,0,1,0,0,0
2074,1,0,0,1,0,0,0,0,0,1,0,1,0
2073,1,0,0,1,0,0,0,0,0,1,0,1,0
2072,0,1,1,0,0,0,0,0,0,1,0,0,0
8388,0,1,1,0,0,0,0,0,0,1,0,1,0
4479,1,0,0,1,0,0,0,0,0,0,0,1,0
8385,1,0,0,1,0,0,1,0,0,1,0,0,0
8384,1,1,0,0,0,0,0,0,0,1,0,0,0
6626,1,0,1,0,0,0,0,0,0,1,0,0,0
4476,1,0,0,1,0,0,0,0,0,0,0,0,0
2174,1,0,0,1,0,0,0,0,0,1,0,1,0
2069,1,0,0,1,0,0,0,0,0,1,0,1,0
8381,1,1,0,0,0,0,0,0,0,0,0,1,0
2178,1,0,1,0,0,0,0,0,0,1,0,1,0
8455,0,0,0,1,1,0,0,0,0,1,0,1,0
8390,0,1,0,1,0,0,0,0,0,1,0,0,0
8391,0,1,1,0,0,0,1,0,0,0,0,0,0
2150,0,0,1,1,0,0,0,0,0,1,0,1,0
2145,1,1,0,0,0,0,0,0,0,1,0,0,0
8407,0,0,0,1,1,0,0,0,0,1,0,1,0
8452,1,0,0,1,0,0,0,0,0,0,0,1,0
8453,1,0,0,1,0,0,0,0,0,0,0,0,0
8454,0,1,1,0,0,0,0,0,0,0,0,1,0
4488,1,0,0,1,0,0,0,0,0,1,0,0,0
2151,1,1,0,0,0,0,0,0,0,1,0,0,0
8392,1,0,1,0,0,0,0,0,0,1,0,0,0
4485,1,0,0,1,0,0,0,0,0,0,0,1,0
8401,1,0,0,1,0,0,0,0,0,0,0,0,0
8399,0,0,1,1,0,0,0,0,0,1,0,0,0
8398,1,0,0,1,0,0,0,0,0,0,0,1,0
8394,1,0,0,1,0,0,0,0,0,0,0,0,0
8393,1,0,0,1,0,0,0,0,0,0,0,0,0
2143,1,0,0,1,0,0,0,0,0,0,0,1,0
4422,1,0,0,1,0,0,0,0,0,0,0,1,0
2234,1,0,0,1,0,0,0,1,0,1,0,0,2
2449,0,0,0,1,1,0,0,0,0,1,0,1,0
4310,1,0,1,0,0,0,0,0,0,0,0,0,0
2439,1,0,1,0,0,0,0,0,0,0,0,0,0
8179,1,0,0,1,0,0,0,0,0,0,0,0,0
2443,1,0,1,0,0,0,1,0,0,0,0,1,0
8176,1,1,0,0,0,0,0,0,0,1,0,0,0
6788,1,0,0,1,0,0,0,0,0,0,0,0,0
2446,0,0,1,1,0,0,0,0,0,0,0,1,0
8173,1,0,1,0,0,0,0,0,0,1,0,0,0
2450,0,1,0,1,0,0,0,0,0,1,0,1,0
2434,0,0,1,1,0,0,0,0,0,1,0,0,0
8172,0,0,1,1,0,0,0,0,0,1,0,1,0
6790,0,0,1,1,0,0,0,0,0,0,0,0,0
2453,1,0,0,1,0,0,0,0,0,0,0,0,0
2454,1,0,0,1,0,0,0,0,0,0,0,1,0
2455,1,0,0,1,0,0,0,0,0,0,0,0,0
2458,1,0,0,1,0,0,0,0,0,1,0,0,0
2459,0,1,0,1,0,0,0,0,0,1,0,1,0
2462,1,0,1,0,0,0,0,0,0,1,0,0,0
8182,1,0,1,0,0,0,0,0,0,0,0,0,0
4313,1,0,0,1,0,0,0,0,0,1,0,1,0
6795,1,0,1,0,0,0,0,0,0,1,0,0,0
4329,1,0,0,1,0,0,1,0,0,1,0,1,0
2388,1,0,1,0,0,0,0,0,0,0,0,0,0
4343,1,0,1,0,0,0,0,0,0,0,0,1,0
2395,1,0,0,1,0,0,0,0,0,0,0,0,0
8216,1,1,0,0,0,0,0,0,0,1,0,0,0
8215,1,0,1,0,0,0,0,0,0,0,0,0,0
6765,1,0,1,0,0,0,1,0,0,1,0,0,1
2406,1,1,0,0,0,0,0,0,0,1,0,1,0
8205,1,1,0,0,0,0,0,0,0,0,0,1,0
2412,0,1,1,0,0,0,0,0,0,1,0,1,0
4315,1,0,0,1,0,0,0,0,0,1,0,0,0
2415,1,0,0,1,0,0,1,0,0,0,0,1,0
6774,1,0,0,1,0,0,0,0,0,0,0,1,0
4324,1,0,0,1,0,0,0,0,0,0,0,1,0
8195,0,0,1,1,0,0,0,0,0,1,0,1,0
4322,1,0,0,1,0,0,0,0,0,0,0,1,0
8191,1,0,0,1,0,0,0,0,0,0,0,0,0
2426,1,0,0,1,0,0,1,0,0,0,0,1,0
2430,1,0,0,1,0,0,0,0,0,1,0,1,0
4300,1,0,0,1,0,0,0,0,0,1,0,0,0
8164,1,0,0,1,0,0,0,0,0,0,0,1,0
2386,1,0,0,1,0,0,0,0,0,1,0,1,0
8118,1,0,0,1,0,0,0,0,0,1,0,1,0
8133,1,0,0,1,0,0,0,0,0,1,0,1,0
4276,1,0,0,1,0,0,0,0,0,1,0,0,0
4274,0,1,1,0,0,0,0,0,0,1,0,1,0
4273,0,0,1,1,0,0,0,0,0,0,0,1,0
2513,1,0,0,1,0,0,0,0,0,0,0,1,0
2515,1,0,0,1,0,0,0,0,0,0,0,0,0
2521,1,0,1,0,0,0,0,0,0,1,0,0,0
6821,0,0,1,1,0,0,0,0,0,1,0,1,0
2528,1,0,0,1,0,0,0,0,0,1,0,1,0
8135,1,0,0,1,0,0,0,0,0,1,0,1,0
2530,0,0,1,1,0,0,0,0,0,0,0,1,0
8115,1,0,0,1,0,0,0,0,0,1,0,0,0
2532,1,0,0,1,0,0,0,0,0,0,0,1,0
2534,0,0,1,1,0,0,0,0,0,0,0,1,0
2536,1,0,0,1,0,0,0,0,0,1,0,1,0
4259,0,0,1,1,0,0,0,0,0,0,0,1,0
6830,0,1,1,0,0,0,0,0,0,1,0,1,0
4255,1,0,1,0,0,0,0,0,0,1,0,1,0
8134,1,0,0,1,0,0,0,0,0,1,0,0,0
2503,1,0,0,1,0,0,0,0,0,1,0,1,0
2466,1,1,0,0,0,0,0,0,0,1,0,1,0
4289,1,0,0,1,0,0,1,0,0,1,0,1,0
2469,0,1,0,1,0,0,0,0,0,0,0,0,0
8159,1,0,0,1,0,0,0,0,0,0,0,0,0
2473,1,0,0,1,0,0,0,0,0,1,0,0,0
8156,1,0,0,1,0,0,0,0,0,0,0,0,0
2479,0,1,1,0,0,0,0,0,0,0,0,0,0
4290,1,0,1,0,0,0,0,0,0,0,0,0,0
8152,0,0,1,1,0,0,0,0,0,0,0,1,0
2482,1,0,0,1,0,0,0,0,0,1,0,0,0
2484,0,0,1,1,0,0,0,0,0,1,0,0,0
2502,1,0,0,1,0,0,0,0,0,1,0,1,0
8146,1,1,0,0,0,0,0,0,0,1,0,1,0
8143,0,0,1,1,0,0,0,0,0,1,0,0,0
2494,1,0,0,1,0,0,0,0,0,1,0,1,0
4281,0,1,1,0,0,0,1,0,0,1,0,1,3
2496,0,0,1,1,0,0,0,0,0,0,0,1,0
4280,1,0,0,0,1,0,0,0,0,0,0,1,0
2499,0,0,0,1,1,0,0,0,0,1,0,1,1
8138,1,0,0,1,0,0,0,0,0,0,0,1,0
8223,0,0,1,1,0,0,0,0,0,1,0,1,0
8225,1,0,0,1,0,0,0,0,0,0,0,0,0
2235,1,0,1,0,0,0,0,0,0,1,0,1,0
2293,1,0,1,0,0,0,0,0,0,0,0,1,0
4420,1,0,1,0,0,0,0,0,0,1,0,0,0
4418,1,0,0,1,0,0,0,0,0,1,0,0,0
8306,1,1,0,0,0,0,0,0,0,1,0,1,0
2281,1,0,0,1,0,0,0,0,0,1,0,1,0
2283,1,0,1,0,0,0,0,0,0,0,0,0,0
6709,1,1,0,0,0,0,0,0,0,1,0,1,0
6715,1,0,0,1,0,0,0,0,0,1,0,0,0
4407,0,1,1,0,0,0,0,0,0,1,0,0,0
4405,1,0,0,1,0,0,0,0,0,0,0,0,0
2272,0,1,1,0,0,0,0,0,0,0,0,0,0
2296,1,0,1,0,0,0,0,0,0,1,0,1,0
6718,0,0,1,1,0,0,0,0,0,0,0,0,0
8290,1,0,0,1,0,0,0,0,0,0,0,0,0
2302,1,0,0,1,0,0,0,0,0,0,0,1,0
2307,1,1,0,0,0,0,0,0,0,1,0,1,0
6724,1,0,1,0,0,0,0,0,0,0,0,0,0
2309,1,0,0,1,0,0,0,0,0,1,0,0,0
4395,1,0,0,1,0,0,0,0,0,0,0,1,0
8311,0,0,1,1,0,0,0,0,0,1,0,1,0
2036,0,1,1,0,0,0,0,0,0,0,0,0,0
8279,1,1,0,0,0,0,0,0,0,0,0,1,0
4429,0,0,1,1,0,0,0,0,0,1,0,0,0
6688,1,0,0,1,0,0,0,0,0,0,0,0,0
2239,1,0,0,1,0,0,1,0,0,0,0,0,0
2240,1,0,0,1,0,0,0,0,0,0,0,0,0
4442,0,0,1,1,0,0,0,0,0,1,0,1,0
4439,1,0,0,1,0,0,0,0,0,0,0,0,0
2245,1,0,0,1,0,0,0,0,0,0,0,1,0
2247,1,0,0,1,0,0,0,0,0,1,0,0,0
2254,1,0,0,1,0,0,0,0,0,0,0,1,0
2258,0,1,0,1,0,0,0,0,0,0,0,1,0
6702,1,0,0,1,0,0,0,0,0,1,0,1,0
8322,1,0,0,1,0,0,0,0,0,1,0,1,0
4427,1,0,1,0,0,0,0,0,0,0,0,0,0
2262,1,0,1,0,0,0,0,0,0,0,0,0,0
4426,1,0,0,1,0,0,0,0,0,0,0,1,0
8319,1,0,0,1,0,0,1,0,0,1,0,0,0
2265,1,0,0,1,0,0,0,0,0,1,0,1,0
8318,0,1,0,1,0,0,0,0,0,1,0,0,0
8316,1,1,0,0,0,0,0,0,0,0,0,0,0
4393,1,0,0,1,0,0,0,0,0,1,0,0,0
2316,1,0,0,1,0,0,0,0,0,0,0,1,0
4349,1,0,0,1,0,0,0,0,0,1,0,0,0
4360,0,0,1,1,0,0,0,0,0,0,0,0,0
2351,1,0,0,1,0,0,0,0,0,0,0,0,0
8250,1,0,0,1,0,0,0,0,0,0,0,0,0
8248,1,0,0,1,0,0,0,0,0,0,0,1,0
4365,1,0,0,1,0,0,1,0,0,1,0,1,0
2359,1,1,0,0,0,0,0,0,0,0,0,0,0
2360,1,0,0,1,0,0,0,0,0,0,0,0,0
2361,1,0,0,1,0,0,0,0,0,1,0,0,0
2363,1,0,0,1,0,0,0,0,0,1,0,1,0
4359,1,0,1,0,0,0,0,0,0,1,0,1,0
6738,1,0,0,1,0,0,0,0,0,1,0,0,0
2366,0,0,1,1,0,0,0,0,0,0,0,1,0
6746,1,0,0,1,0,0,0,0,0,1,0,1,0
4356,1,0,0,1,0,0,0,0,0,1,0,1,0
8234,1,0,0,1,0,0,0,0,0,1,0,0,0
2374,0,0,1,1,0,0,1,0,0,0,0,1,3
8233,1,0,0,1,0,0,0,0,0,0,0,0,0
2377,1,0,0,1,0,0,0,0,0,0,0,1,0
6752,1,1,0,0,0,0,1,0,0,1,0,1,0
6740,1,0,0,1,0,0,0,0,0,1,0,0,0
4370,1,1,0,0,0,0,0,0,0,1,0,1,0
4391,1,0,0,1,0,0,0,0,0,0,0,1,0
4384,0,0,1,1,0,0,0,0,0,0,0,1,0
2319,1,0,0,1,0,0,0,0,0,0,0,0,0
8275,0,0,1,1,0,0,0,0,0,0,0,0,0
2321,1,0,1,0,0,0,0,0,0,0,0,1,0
4389,1,1,0,0,0,0,0,0,0,0,0,1,0
4388,1,0,0,1,0,0,0,0,0,1,0,1,0
4385,0,0,1,1,0,0,0,0,0,0,0,0,0
2327,0,0,1,1,0,0,0,0,0,1,0,1,0
2328,0,0,1,1,0,0,0,0,0,0,0,0,0
4378,0,0,1,1,0,0,0,0,0,0,0,0,0
4371,1,0,0,1,0,0,0,0,0,1,0,0,0
2337,0,1,1,0,0,0,0,0,0,1,0,0,0
4376,1,0,0,1,0,0,0,0,0,1,0,0,0
2339,0,1,1,0,0,0,0,0,0,1,0,0,0
2340,0,0,1,1,0,0,0,0,0,0,0,0,0
4375,0,0,1,1,0,0,0,0,0,0,0,1,0
4374,1,0,0,1,0,0,0,0,0,1,0,0,0
8258,1,0,0,1,0,0,0,0,0,0,0,0,0
4373,1,1,0,0,0,0,0,0,0,1,0,0,0
2037,1,0,0,1,0,0,0,0,0,1,0,1,0
8508,1,0,0,1,0,0,0,0,0,0,0,0,0
4549,0,0,1,1,0,0,0,0,0,0,0,0,0
6434,0,1,1,0,0,0,0,0,0,0,0,0,0
8755,1,1,0,0,0,0,0,0,0,0,0,1,0
8754,1,0,1,0,0,0,0,0,0,0,0,1,0
1657,1,0,1,0,0,0,0,0,0,1,0,1,0
8753,1,0,0,1,0,0,0,0,0,1,0,1,0
1659,1,0,0,1,0,0,0,0,0,0,0,1,0
1660,0,0,1,1,0,0,0,0,0,1,0,0,0
8750,0,1,1,0,0,0,0,0,0,0,0,1,0
4753,1,0,0,1,0,0,0,0,0,0,0,1,0
6453,1,0,0,1,0,0,1,0,0,0,0,1,0
1670,1,0,0,1,0,0,1,0,0,0,0,0,0
1673,1,0,1,0,0,0,0,0,0,0,0,1,0
1674,1,0,0,1,0,0,0,0,0,1,0,1,0
1676,0,0,1,1,0,0,0,0,0,0,0,0,0
4747,1,0,0,1,0,0,0,0,0,1,0,1,0
4745,0,0,1,1,0,0,0,0,0,1,0,0,0
8737,0,0,1,1,0,0,0,0,0,0,0,1,0
6458,1,0,0,0,1,0,0,0,0,0,0,1,0
1682,1,0,1,0,0,0,0,0,0,1,0,1,0
4743,0,1,1,0,0,0,0,0,0,0,0,1,0
8757,1,0,0,1,0,0,0,0,0,1,0,0,0
6444,1,0,1,0,0,0,0,0,0,1,0,1,0
1649,1,0,1,0,0,0,0,0,0,0,0,0,0
8770,1,0,1,0,0,0,0,0,0,0,0,0,0
8776,1,0,0,1,0,0,0,0,0,1,0,1,0
1622,1,0,1,0,0,0,0,0,0,0,0,0,0
1623,1,0,0,1,0,0,0,0,0,0,0,0,0
1624,0,1,0,1,0,0,0,0,0,0,0,1,0
8773,1,0,1,0,0,0,0,0,0,0,0,0,0
1629,1,0,0,1,0,0,0,0,0,1,0,0,0
8771,1,0,0,1,0,0,0,0,0,0,0,1,0
1631,0,0,1,1,0,0,0,0,0,1,0,0,0
1633,1,0,0,1,0,0,0,0,0,1,0,1,0
4762,1,0,0,1,0,0,0,0,0,0,0,0,0
4768,1,1,0,0,0,0,0,0,0,1,0,1,1
1636,1,1,0,0,0,0,0,0,0,1,0,0,0
8765,1,0,1,0,0,0,0,0,0,1,1,1,3
4764,1,1,0,0,0,0,0,0,0,0,0,1,0
1644,1,0,0,1,0,0,1,0,0,0,0,0,0
1645,0,0,1,1,0,0,0,0,0,0,0,1,0
1646,1,0,1,0,0,0,0,0,0,1,0,1,0
1647,0,1,0,1,0,0,0,0,0,1,0,0,1
6459,0,0,1,1,0,0,0,0,0,0,0,0,0
1686,1,0,0,1,0,0,0,0,0,1,0,1,0
8732,1,0,0,1,0,0,0,0,0,1,0,1,0
1754,1,0,0,1,0,0,0,0,0,0,0,1,0
1740,1,0,0,1,0,0,0,0,0,1,0,0,0
1743,1,0,0,1,0,0,0,0,0,0,0,1,0
8690,1,0,0,1,0,0,0,0,0,1,0,0,0
6492,1,0,0,1,0,0,0,0,0,1,0,0,0
1749,0,0,1,1,0,0,0,0,0,0,0,0,0
1751,1,1,0,0,0,0,0,0,0,1,0,0,0
8684,1,0,0,1,0,0,0,0,0,0,0,0,0
1753,0,0,1,1,0,0,0,0,0,0,0,0,0
4700,1,0,0,1,0,0,0,0,0,0,0,1,0
6489,0,0,1,1,0,0,0,0,0,1,0,1,0
1757,1,0,0,1,0,0,1,0,0,0,0,1,1
8681,1,0,0,1,0,0,0,0,0,1,0,0,0
4699,1,0,0,1,0,0,0,0,0,1,0,1,0
